date,data
2022-10-20,1.8800
2022-10-21,1.8900
2022-10-24,1.9200
2022-10-25,1.8400
2022-10-26,1.8000
2022-10-27,1.7800
2022-10-28,1.7200
2022-10-31,1.7700
2022-11-01,1.7500
2022-11-02,1.8200
2022-11-03,1.7300
2022-11-04,1.7600
2022-11-07,1.7200
2022-11-08,1.6600
2022-11-09,1.6500
2022-11-10,1.7000
2022-11-11,1.6900
2022-11-14,1.6600
2022-11-15,1.5800
2022-11-16,1.5500
2022-11-17,1.5200
2022-11-18,1.5200
2022-11-21,1.5800
2022-11-22,1.6200
2022-11-23,1.6000
2022-11-24,1.6000
2022-11-25,1.6200
2022-11-28,1.6100
2022-11-29,1.6100
2022-11-30,1.6800
2022-12-01,1.7000
2022-12-02,1.6100
2022-12-05,1.6100
2022-12-06,1.6100
2022-12-07,1.6100
2022-12-08,1.5700
2022-12-09,1.5700
2022-12-12,1.5500
2022-12-13,1.6500
2022-12-14,1.6900
2022-12-15,1.6900
2022-12-16,1.6900
2022-12-19,1.6900
2022-12-20,1.6900
2022-12-21,1.6900
2022-12-22,1.6900
2022-12-23,1.7200
2022-12-26,1.7200
2022-12-27,1.6700
2022-12-28,1.7400
2022-12-29,1.7000
2022-12-30,1.6700
2023-01-02,1.6700
2023-01-03,1.6600
2023-01-04,1.6100
2023-01-05,1.6000
2023-01-06,1.5800
2023-01-09,1.5700
2023-01-10,1.4900
2023-01-11,1.4300
2023-01-12,1.5000
2023-01-13,1.5100
2023-01-16,1.5100
2023-01-17,1.5100
2023-01-18,1.5400
2023-01-19,1.5500
2023-01-20,1.5400
2023-01-23,1.5900
2023-01-24,1.6015
2023-01-25,1.6270
2023-01-26,1.6709
2023-01-27,1.6908
2023-01-30,1.7053
2023-01-31,1.8129
2023-02-01,1.7671
2023-02-02,1.7827
2023-02-03,1.7378
2023-02-06,1.7621
2023-02-07,1.7705
2023-02-08,1.7608
2023-02-09,1.7428
2023-02-10,1.7461
2023-02-13,1.7727
2023-02-14,1.8179
2023-02-15,1.7678
2023-02-16,1.8038
2023-02-17,1.8567
2023-02-20,1.8567
2023-02-21,1.9039
2023-02-22,1.9264
2023-02-23,1.8966
2023-02-24,1.8698
2023-02-27,1.8635
2023-02-28,1.8477
2023-03-01,1.8353
2023-03-02,1.8070
2023-03-03,1.7782
2023-03-06,1.7959
2023-03-07,1.8183
2023-03-08,1.7623
2023-03-09,1.7496
2023-03-10,1.7680
2023-03-13,1.7839
2023-03-14,1.7511
2023-03-15,1.7244
2023-03-16,1.7899
2023-03-17,1.7601
2023-03-20,1.7766
2023-03-21,1.7943
2023-03-22,1.7669
2023-03-23,1.7399
2023-03-24,1.7861
2023-03-27,1.7579
2023-03-28,1.7336
2023-03-29,1.6926
2023-03-30,1.6931
2023-03-31,1.6971
2023-04-03,1.7475
2023-04-04,1.7442
2023-04-05,1.7903
2023-04-06,1.8241
2023-04-07,1.8241
2023-04-10,1.8076
2023-04-11,1.8736
2023-04-12,1.8818
2023-04-13,1.9535
2023-04-14,1.9290
